TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.5172816781036863,-0.45628066085334407,-0.4991826358545165,-0.5700915538738198,-0.6040396045694861,-0.6383507187042687,-0.39938150013968055,-0.5172816781036863,-0.2843252933073341,-0.6036769108407062,-0.5239026440267645,-0.5857638503440353,-0.5918853212574055,-0.5105437022427091,-0.5177984780732949,-0.3368368809432872,-0.7465835427364751,-0.7443460366430238,-0.4505838657269573,-0.41546806663118946,-0.5514709919326064,-0.6503637790869682,-0.5060442983507617,-0.6037961097206264,-0.536064937374018,-0.5266430863414593,-0.5197663226644713,-0.558764473450529,-0.5537276555583852,-0.5525794176955062,23918
-0.6215257277384997,-0.6140388469250803,-0.7158008644926391,-0.7466641188323206,-0.7142652330753892,-0.6718902504928622,-0.46708818925939416,-0.6215257277384997,-0.0997951043455498,-0.6915445597804274,-0.7261029199191279,-0.87249658903468,-0.12789287549496503,-0.712426157155262,-0.7223299924670942,-0.47485467537851955,-0.8862700726563715,-0.8156597283766589,-0.8152325041189038,-0.680968605123194,-0.7891331686971782,-0.6464707301042903,-0.6102612988395952,-0.7212737350838835,-0.6614072213150473,-0.5667509547366807,-0.560959833401978,-0.6634971561310959,-0.4224067449959027,-0.5017666042051874,25838
-0.40941250450325717,-0.4189032315841072,-0.46333166711138163,-0.4475981987160679,-0.4725469520852085,-0.4633421355687201,-0.3881814576848303,-0.40941250450325717,-0.35081737581263056,-0.4114611920459212,-0.3180199214266405,-0.5151864478812523,-0.3049964589683962,-0.4204936496710107,-0.41851327001243216,-0.45211627592229536,-0.7965242943931888,-0.3236503682365144,-0.7309029120747654,-0.13595872200654952,-0.6295190978970573,0.424117740132114,-0.403239749769177,-0.4578227308233687,-0.43112434883469963,-0.36308569588813994,-0.3927317967221552,-0.3632298976126119,-0.3720965559759607,-0.40923337298766305,36429
-0.4884252755254596,-0.5050041753807013,-0.4637414350417375,-0.4546706072398431,-0.5143453996737587,-0.3834289313468924,-0.49570239694104157,-0.4884252755254596,-0.47972534303574027,-0.35171402666257084,-0.5548560896866065,-0.4567264918490392,-0.5750041996835564,-0.46938699825094427,-0.47174894507608,-0.4042798317832577,-0.519205843380906,-0.17387988526859108,-0.3716166949602992,-0.26396590669664505,-0.3811617212239504,-0.6620429260350017,-0.4736132573290537,-0.4414967608151228,-0.48410587368921143,-0.5184395707515737,-0.5095595771483321,-0.5276299980703285,-0.4896516111378947,-0.4980250431168266,27257
-0.42846897602740786,-0.4248853253770548,-0.2974725095553408,-0.29547487397685446,-0.32075172943863933,-0.2532998171599628,-0.2760162093451575,-0.42846897602740786,-0.48025453362569426,-0.27575069427765525,-0.46131149665216314,-0.31944493495444365,-0.6552217430402056,-0.3848714063060423,-0.38525733632217823,-0.3655387474267098,-0.44088740239958674,-0.06377217351532552,-0.2948810642871062,-0.17927129605178477,-0.3015713228773694,-0.7009734158617801,-0.41339127067282916,-0.29222617621031743,-0.41203881322235897,-0.41453267450689574,-0.41646129421911937,-0.44603837087787573,-0.4193819606253786,-0.45224120958398195,31557
-0.6526190094686065,-0.6526666900987813,-0.6704656307432677,-0.6542475117514838,-0.7350091634586001,-0.7273625548591994,-0.8328999722966564,-0.6526190094686065,-0.4039724252062495,-0.6961722258802381,-0.6546739004459015,-0.6368546007960807,-0.30098236021247715,-0.6883948480644666,-0.6947323152815682,-0.5298129578378086,-0.7685608849055144,-0.9016832387140062,-0.7406477121249134,-0.6610365363607003,-0.7122641997463665,-0.6192193872255456,-0.6408189323654051,-0.7040621078791118,-0.6400013447407057,-0.6085524313445211,-0.6028605288731756,-0.5901926702965806,-0.5064525392911801,-0.5387798966921972,22709
0.28261666733223345,0.3482399080535391,0.2377514604234759,0.10850794516749918,0.03670100948151227,-0.0687390046049102,0.23596503352952,0.28261666733223345,0.04852128532533092,0.29008138729405025,0.3512608502123306,0.15163434136775028,0.47850020687191763,0.38054374997413554,0.3923953844106701,0.10956509328692514,0.5923661102691534,0.39451150738169255,0.06736782423008329,0.25587899427473104,0.04269111301525945,0.4591551809762145,0.2200456917584075,-0.0012771165829727812,0.2883885226857677,0.3565558539770885,0.43331602955550225,0.4020194214526275,0.23862181216795705,0.24899975568621346,66065
-0.47379436592283625,-0.447790634627011,-0.43545254719516996,-0.4015324840571771,-0.4534867292114308,-0.5071543163140427,-0.3067438833813281,-0.47379436592283625,-0.512599520630583,-0.5586570672373942,-0.3984017262290889,-0.31930445445591105,-0.6265560522455283,-0.39764482168776605,-0.3933891262298709,-0.4798742843150823,-0.5505484744497582,-0.25650178794747736,-0.6740106338927051,-0.35953450180812846,-0.6439298052994221,-0.6854012199310687,-0.4729976955181243,-0.4385997014313066,-0.45379154520718773,-0.5997037316736378,-0.6111052679635256,-0.6227118325872213,-0.6201185859767259,-0.5289230959755478,23840
-0.3676167908360808,-0.38395558387922674,-0.4391553592203857,-0.4555166346035743,-0.5462377623038962,-0.5495790223950798,-0.41291698937748494,-0.3676167908360808,-0.2916624493248039,-0.4149996164035759,-0.40488910042914356,-0.2831287192194993,-0.22176995233885097,-0.2810207514411558,-0.27222897347738695,-0.4661454393603809,0.11115582041358565,-0.6758970436481806,-0.5068583438249529,-0.4143113809848133,-0.4692645963165619,1.338984251061405,-0.3639210969808376,-0.49738386402962476,-0.3528347773636577,-0.38474775140763734,-0.31382464158914625,-0.30156936988861627,-0.3695964790982826,-0.38943930787504477,33256
-0.23696490384590588,-0.226801290886351,-0.115200283807046,-0.16661254877753076,-0.23535670002816364,-0.1955595253616205,-0.06536077043646221,-0.23696490384590588,-0.2889664378057141,-0.07862371981705438,-0.2572464924269337,-0.22841357190531264,-0.41498147624534426,-0.1798063558809198,-0.1773164097734238,-0.22940866917274882,0.48588632800667425,-0.13175150817718048,0.5973378507929193,-0.4548135675646717,0.4075737275829759,-0.39342254623023115,-0.2303804496662433,-0.19473986118068692,-0.2217708543382826,-0.2162611545754956,-0.17340103882908095,-0.2977300107278503,-0.3361592369071146,-0.2834284103714897,40556
